Gene,ERR2593198.bam,ERR3374021.bam,SRR10572661.bam,SRR16796949.bam,SRR3401747.bam,SRR3401748.bam,SRR3401749.bam,SRR3401750.bam,ERR4184070.bam,ERR4184071.bam,ERR4184072.bam,ERR4184073.bam,SRR3161766.bam,SRR3161767.bam,SRR3161768.bam,SRR3161769.bam,SRR12774953.bam,RCB003.Brain.bam,RCS001.Spleen.bam,SRR12774963.bam
Myoz2_1,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0
Synpo2_1,209,116,87,31,52,65,64,46,49,33,41,63,2,4,0,3,3420,554,292,390
Sec24d_1,1105,1867,4496,1103,812,695,1021,1029,1838,1510,1736,1818,778,639,617,766,1023,172,702,760
Mettl14_1,2264,2558,3038,3696,1448,935,1010,784,1688,1270,993,1020,801,622,639,642,251,393,696,313
Prss12_1,376,120,436,464,84,75,79,91,163,116,62,79,9,24,25,24,85,294,371,116
LOC100758983_1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,21,352,0,0
Tram1l1_1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,313,0,0
LOC100762108_2,0,0,0,1,0,1,2,5,0,0,0,0,1,0,0,0,11,151,1,1
LOC100772408_2,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,11,1246,0,0
LOC100770893_1,1,0,0,2674,0,0,0,0,2,4,1,6,0,0,0,0,0,1,2,0
Arsj_1,544,462,599,782,323,293,118,189,340,286,167,174,253,242,230,270,193,5,1,0
LOC100752268_1,3138,3300,5866,4414,2063,1964,1209,1410,822,653,814,928,5713,4250,4335,4848,2095,2590,1302,2050
Ank2_1,1423,999,2864,1728,1957,1975,713,1277,1090,828,643,662,1038,772,679,965,959,15817,220,179
Larp7_2,723,1246,1333,696,540,356,411,465,1389,1050,878,903,655,529,545,551,172,475,769,219
Zgrf1_1,775,402,667,727,306,117,145,89,1437,1060,484,538,255,211,179,155,131,35,552,192
LOC113833495,2,1,1,3,2,0,0,3,1,0,2,0,0,0,0,0,0,20,1,0
Alpk1_1,397,349,868,583,103,262,107,136,422,306,523,647,220,135,131,213,244,18,289,358
Tifa_1,259,178,513,781,207,256,150,154,303,208,279,319,150,95,119,129,54,36,139,231
LOC100758150_1,1159,1396,2720,3325,1024,993,987,953,782,643,650,709,1010,760,779,833,325,1593,854,578
Fam241a_1,156,173,252,650,245,239,314,291,132,105,64,63,203,141,168,202,62,37,856,62
LOC113830917_1,0,0,4,2,5,4,21,35,6,2,3,1,0,0,0,0,0,0,0,0
Pitx2_1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,26,1,1
Enpep_2,63,25,213,238,93,124,235,563,77,49,35,27,91,90,74,86,969,97,24,27
Elovl6_1,4367,2658,2109,3352,2653,1453,546,457,3117,2398,1380,1577,3520,2745,2675,2814,467,1110,111,121
Egf_1,12,4,45,8,4,3,8,9,20,20,11,5,7,4,12,4,8,173,11,18
Lrit3_1,4,4,23,8,8,2,13,4,22,6,6,5,1,3,2,4,4,59,11,19
Rrh_2,52,42,87,26,33,30,37,25,59,38,43,34,20,13,8,35,36,77,53,72
Gar1_2,356,2386,817,395,959,688,369,304,794,626,359,438,328,313,323,293,39,134,636,49
Cfi_1,56,22,140,35,30,41,58,51,47,33,76,66,38,24,28,33,216,70,31,62
Pla2g12a_1,1723,1325,2910,3212,1129,1554,1229,1337,694,634,494,580,1278,1155,1107,1160,147,394,201,99
Casp6_1,420,549,2462,1441,263,221,621,457,94,68,216,214,320,279,258,272,124,36,560,170
Mcub_1,893,973,3171,2386,333,279,428,411,563,366,414,493,469,421,369,422,47,101,187,210
Sec24b_1,638,1623,1916,675,992,663,604,568,1797,1326,1184,1385,1318,1041,1048,1130,807,1051,872,938
Col25a1_1,5,1,8,0,147,233,56,132,5,4,1,3,2,6,4,5,107,1369,67,148
Etnppl_1,0,0,3,0,0,0,2,4,0,0,0,0,0,0,0,0,27,486,0,0
Ostc_1,3908,3320,7273,11302,2631,3617,6338,5392,1286,939,1153,1232,2844,2614,2307,2589,411,383,976,502
Rpl34_1,21431,21405,31649,34668,8950,8380,13228,15445,7159,5528,3929,4208,4797,4274,4148,4215,1792,1820,9240,5395
LOC103161649_1,0,0,2,0,7,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Lef1_1,0,0,0,0,1,0,1,3,2,1,0,0,0,0,0,0,59,214,377,235
Hadh_2,2643,3133,2979,2811,2213,1650,4242,3550,2430,1861,1877,1938,1631,1630,1433,1688,1448,440,534,351
LOC100761779_1,1594,824,1943,1815,598,357,170,161,879,643,653,645,507,396,430,471,286,234,354,353
Sgms2_1,478,344,2031,1419,502,427,369,503,671,521,373,453,165,145,115,139,390,194,772,85
LOC100762413_2,2566,2400,3421,4126,1536,1424,3114,2394,1835,1361,1196,1232,1567,1437,1271,1416,493,1647,642,375
Dkk2_1,0,0,2,0,0,3,6,36,0,0,0,0,0,0,0,0,35,45,22,8
Gimd1_1,6,0,6,1,0,0,1,0,2,1,1,5,0,0,0,0,13,0,0,3
Aimp1_1,3752,4295,5518,5647,2109,1835,1594,1317,2520,1918,1775,1738,1746,1414,1562,1553,338,1185,1659,300
Tbck_2,1398,831,2534,3142,670,453,830,768,1274,949,674,717,558,372,372,480,407,393,372,634
Npnt_1,0,0,4,0,1,0,10,7,5,2,2,0,0,1,0,2,364,633,1676,1118
LOC100755927_1,1275,1008,2434,2826,647,378,389,325,1059,831,719,792,768,625,613,644,293,194,537,369
Ints12_1,714,839,932,522,547,352,295,236,482,387,317,320,569,546,518,503,152,199,449,123
LOC100755633_2,3,6,8,1,7,6,8,7,7,3,3,1,3,1,2,1,77,43,20,8
LOC100756805_2,1905,2351,2211,3709,1117,971,435,484,1053,825,660,699,1035,787,832,775,188,346,635,217
Tet2_1,328,210,1080,402,218,262,176,250,211,179,184,184,393,274,254,324,699,412,642,1364
LOC113833499,54,38,171,90,77,78,200,207,6,5,18,13,63,60,51,73,5,570,3,6
Tacr3_1,0,0,0,2,0,0,1,4,0,0,0,0,0,0,1,0,4,248,16,8
Cenpe_1,4612,5841,15344,5127,3286,1378,1424,841,7221,5511,6047,6800,4226,3254,3022,2729,291,226,4790,806
Bdh2_1,191,257,947,911,221,266,242,240,341,288,357,410,382,292,242,354,124,67,76,37
Slc9b2_1,104,100,268,101,148,228,288,286,108,99,44,51,13,14,11,10,41,114,43,29
Slc9b1_1,17,12,37,12,14,11,17,14,35,26,11,11,1,2,0,1,14,21,21,47
LOC113833500,2706,2281,4592,5436,1787,1407,1254,1276,2882,2160,1400,1475,1494,1077,1203,1303,303,578,845,475
LOC100760666_1,11912,11833,20723,16699,6242,6440,5347,5832,8699,6933,6698,6889,7622,6160,6590,6356,1685,3823,6333,2973
LOC103159932_1,17,25,278,259,15,12,26,19,8,20,12,8,4,6,2,2,398,342,441,712
Nfkb1_2,2135,2518,3543,3204,1432,1200,508,508,2303,1772,1328,1536,1294,1138,1189,1378,721,294,1532,1566
LOC100767442_2,2969,2097,3624,3271,1399,1153,442,422,1518,1177,1435,1425,1344,921,987,1096,562,98,933,275
Bank1_1,300,151,107,87,994,857,997,1342,77,57,40,55,2355,1736,1447,1859,72,54,2524,6425
LOC100752571_2,2004,2280,7950,4459,1406,1402,2139,2033,1812,1360,1399,1490,1951,1477,1599,1748,871,13181,1067,1166
Emcn_1,7,1,8,1,0,0,0,2,7,1,3,1,0,0,0,0,194,108,93,97
Ddit4l_1,0,1,2,1,16,4,53,121,0,6,2,1,0,0,0,1,155,152,3,2
LOC100763852_1,8336,7420,9373,34590,9425,3673,4138,3106,8218,6667,3691,3873,2896,3070,2916,2531,730,1053,4970,1351
Dnajb14_1,225,104,339,449,117,118,179,141,199,167,268,288,188,142,141,160,212,372,182,372
Lamtor3_1,1996,2149,3818,3742,1847,1667,1734,2152,1393,1074,931,968,1698,1295,1329,1596,304,1016,1044,396
Dapp1_1,21,9,39,30,16,29,14,28,2,0,0,0,4,5,7,7,72,23,406,561
CUNH4orf54_1,2,2,11,16,14,10,2,3,0,1,0,0,1,1,0,0,159,54,37,67
Mttp_1,12,19,28,18,6,0,14,7,0,9,1,0,1,0,1,1,2,48,22,13
Trmt10a_1,1576,1445,2408,2541,1064,1093,1040,1266,1567,1125,878,993,1228,962,1015,1040,287,638,580,297
CUNH4orf17_1,61,57,132,54,9,25,14,30,63,42,76,72,52,34,29,34,11,44,32,26
Adh7_1,1643,1450,2,7,204,70,32,25,8,4,28,29,1,3,3,3,4,3,0,0
LOC100760081_1,2,0,0,11,0,1,1,1,1,0,9,6,0,1,0,0,1239,10,3,8
LOC100773005_1,36,6,42,40,20,34,64,128,4,3,67,65,31,26,22,62,700,9,3,13
LOC100756617_1,1,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
LOC100766767_1,5,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,8,0,1,2
LOC100767061_1,17,16,6,7,2,1,0,0,5,1,8,5,0,0,0,0,0,1,6,2
LOC100767633_1,4,2,23,4,3,0,1,1,25,11,18,24,12,16,1,16,6,3,8,12
Adh5_1,7877,6488,13279,9855,4681,4008,3416,3075,8608,6483,9704,10232,6161,5604,4943,5275,1094,976,1437,1125
Metap1_2,2244,2463,3321,3310,1439,1030,2009,2056,1976,1509,1502,1553,1548,1349,1249,1398,628,1080,1433,638
Eif4e_1,7026,5908,9415,13512,3350,3146,2533,2489,6006,4606,3707,4032,3373,2851,2608,2796,583,1663,1756,619
Tspan5_1,1911,1823,1464,1369,937,669,1706,1442,1411,1048,814,918,629,526,525,594,500,2585,326,249
Rap1gds1_2,1719,3600,6706,4323,1966,2258,2611,2508,5111,3897,4803,5274,3884,3033,3220,3232,520,5147,991,1421
LOC100750831_1,16,15,60,39,20,15,18,13,18,5,21,12,7,1,0,0,33,50,5,11
LOC100772790_1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Unc5c_1,15,15,41,28,35,31,321,509,9,6,9,10,3,3,2,4,59,452,95,227
LOC100774629_2,365,236,168,210,267,271,106,135,85,39,36,47,335,251,215,245,402,345,2,6
Pdlim5_3,1622,2036,5492,1910,1499,1551,1686,1498,1727,1356,1708,1821,1935,1554,1703,1624,1350,487,881,1274
Gbp5_1,20,9,8,9,41,82,21,23,0,1,1,1,70,54,34,66,175,49,172,250
LOC100767140_1,0,0,5,0,0,0,0,3,0,0,0,0,0,0,1,0,51,32,285,351
LOC100766554_1,9,9,8,1,309,205,75,107,0,0,5,4,4,4,3,1,79,16,836,1243
LOC100765968_2,423,476,276,325,651,809,562,398,1,1,33,30,809,527,515,645,304,12,414,863
LOC100757382_1,15,12,31,60,12,15,3,2,0,0,0,0,0,1,0,0,6,0,129,324
LOC100756417_1,0,2,2,24,1,2,0,1,0,0,0,0,2,1,0,0,0,0,18,37
LOC100762688_1,1,3,1,29,1,2,7,13,1,0,0,0,0,1,1,0,1,2,304,690
LOC100762978_1,1,0,0,3,2,4,2,2,0,1,0,0,2,1,2,1,0,5,1,1
LOC100750355_1,22,3,5,12,11,23,8,5,1,0,12,12,9,14,5,13,10,0,35,68
LOC100752806_1,45,13,8,8,31,114,36,17,6,2,38,49,53,38,32,42,22,10,125,150
LOC100762574_1,3,1,2,2,4,13,2,1,0,0,0,0,2,3,3,2,1,0,0,1
LOC100762860_1,364,27,33,23,25,17,13,6,14,19,56,91,35,17,27,33,21,0,188,121
LOC100759682_1,23,6,11,13,2,2,3,5,1,1,13,15,0,0,2,0,0,0,20,8
Kyat3_2,835,1304,823,599,424,329,412,99,306,234,214,208,269,205,240,193,133,206,72,101
Gtf2b_1,933,783,2666,3044,711,761,859,791,580,512,349,426,653,562,525,594,289,646,674,408
Pkn2_1,6807,4562,7808,8032,2268,1364,1999,2108,5359,4178,3381,3844,3786,2854,2847,2973,1616,1063,3373,1372
Lmo4_1,824,982,1744,1641,647,558,543,630,439,358,284,271,401,330,377,328,272,2014,374,130
LOC113833473,3,4,1,5659,0,0,0,0,5,6,5,2,0,0,0,0,0,0,1,1
LOC100760748_1,2294,1909,2915,3166,799,764,1277,1226,1921,1505,1256,1446,1502,1108,1039,1220,481,893,322,489
Selenof_1,3335,4634,7584,14082,3750,3846,3284,3897,3594,2842,2821,2986,3336,2905,2590,2888,908,2587,2373,912
Sh3glb1_1,2509,5074,5150,2992,3270,2515,2922,3159,3593,2776,3708,4117,6221,4401,4756,4861,1149,1537,3923,1959
LOC100752277_1,4,14,6,0,0,0,3,2,4,3,8,13,5,9,2,5,205,103,156,154
LOC100752576_1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
LOC100767355_1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,7,2,6,9
LOC100766670_1,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1
LOC100764333_1,5,4,1,0,19,22,46,39,0,0,0,0,0,1,0,0,0,3,0,1
Clca1_1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,24,9,0
Clca2_1,1,1,7,0,0,0,12,4,1,1,0,0,0,1,0,0,5,1,4,2
Odf2l_1,465,465,328,770,445,511,339,288,287,207,236,268,206,143,171,156,126,206,113,93
Col24a1_1,12,6,10,6,17,13,29,30,20,5,8,15,1,3,1,11,103,350,54,20
Znhit6_1,329,1740,1015,688,679,445,503,459,1193,887,697,705,476,354,465,397,182,1134,682,174
Ccn1_1,1570,2434,3386,1836,632,987,859,769,1496,1188,637,679,327,375,372,382,198,169,377,88
Ddah1_1,17,4,11,9,0,0,2,4,0,0,0,0,1,0,1,0,123,1206,24,10
Bcl10_1,1596,1795,2293,2421,1051,1086,1396,1324,1005,778,673,878,1043,862,868,909,273,300,773,424
CUNH1orf52_1,383,422,727,1972,367,303,544,690,255,204,243,241,124,106,99,133,72,342,428,79
Syde2_1,760,531,885,840,319,239,356,370,1077,849,2202,2368,539,379,390,409,406,39,47,34
Wdr63_1,86,75,97,83,50,88,31,19,32,23,35,36,49,50,30,73,346,42,0,1
Mcoln3_1,1,0,6,3,0,0,1,6,0,0,0,0,0,0,0,0,28,27,15,61
Mcoln2_1,0,6,20,6,4,6,10,22,0,2,2,2,0,0,0,1,39,12,369,748
Lpar3_1,8,25,16,7,10,24,22,12,6,6,9,19,0,1,3,1,106,46,10,7
Ssx2ip_1,1171,1437,1713,1786,891,563,1462,1236,881,668,662,682,644,450,504,490,234,1675,1915,180
Ctbs_1,192,421,618,318,332,516,826,885,240,183,271,319,495,361,356,447,132,280,280,259
Spata1_1,54,52,128,154,26,36,70,51,23,23,54,63,51,33,50,48,136,348,76,145
LOC103162614,911,1214,4569,6271,1103,1831,1248,1346,1015,711,496,465,879,876,881,981,191,227,908,452
Rpf1_1,390,1972,704,493,799,658,563,484,785,636,346,396,820,717,736,678,132,279,1042,199
Dnase2b_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,1,6
LOC100768251_1,2,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,6,8,8,17
LOC113833477,0,2,7,5,3,3,11,11,4,1,3,0,4,2,6,10,20,35,35,28
Prkacb_1,1136,1493,1874,1662,1831,1721,1834,1968,1870,1343,1754,2031,3104,2285,2277,2795,882,8396,2418,3257
Ttll7_1,241,110,647,440,337,526,734,843,0,0,0,2,250,157,151,220,217,2489,39,43
LOC107979438_1,2,0,9,132,19,22,21,38,3,0,2,7,140,81,75,88,0,0,0,0
Adgrl2_1,2291,2930,5325,2551,1878,926,822,753,5138,4206,5074,5542,4625,3789,3904,4679,870,1512,314,277
Adgrl4_1,2,1,13,6,17,36,54,95,12,4,11,8,6,1,3,7,416,214,243,390
LOC113833550,97,131,206,618,41,42,60,53,521,404,621,628,56,50,51,62,22,39,21,5
LOC113833549,58,87,102,911,48,35,15,6,787,542,735,794,24,19,21,14,13,2,0,3
LOC100752244_1,485,301,573,666,321,276,263,270,891,703,1060,1068,301,277,175,310,190,134,75,46
LOC100773822_1,984,852,1026,1879,559,349,228,201,1875,1493,1642,1690,333,330,297,324,195,348,364,166
Poldip3_1,5430,4393,6056,6395,2450,1658,3091,3036,6694,5532,9625,10566,2289,2205,1983,2200,1509,1594,2163,1060
LOC100773531_1,5081,10430,10515,5341,4280,4149,7484,6709,9998,7796,8398,8792,7068,7369,6489,8142,2061,1304,4561,462
A4galt_1,3,1,17,12,3,0,3,6,4,5,11,16,1,1,0,2,603,17,101,71
Arfgap3_1,1430,1484,3855,2267,834,932,1508,1301,1818,1454,4617,4784,1905,1878,1704,1937,569,578,494,243
Pacsin2_1,2999,3511,6399,3219,2011,1508,1542,1406,3309,2607,4579,4919,1495,1478,1352,1474,665,1011,1930,1114
Ttll1_1,1,0,5,5,1,0,3,3,0,0,0,0,0,0,0,0,240,534,223,221
Bik_1,15,8,68,12,8,4,4,1,13,7,20,20,4,4,0,3,53,3,12,12
Mcat_1,649,710,922,986,272,243,179,209,769,634,1294,1452,461,564,449,562,147,204,424,88
Tspo_1,3184,2869,7036,4118,1367,1330,693,573,1826,1375,4876,5342,1410,3195,2958,3312,399,53,1553,430
Ttll12_1,6571,7250,5754,4643,3880,2451,1773,1330,7226,5315,9823,10445,6488,6020,5410,7358,431,495,2178,261
Scube1_1,4,1,5,4,2,0,1,1,5,6,21,20,1,3,2,4,544,1776,793,505
Mpped1_1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,7,2137,1,2
Efcab6_1,1,3,3,0,0,0,0,1,0,3,0,0,0,0,0,0,142,66,0,0
Sult4a1_1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,4799,5,7
Pnpla5_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0
Pnpla3_1,0,4,1,0,2,0,1,0,5,3,5,6,1,1,2,0,93,206,51,37
Samm50_2,3816,4384,3366,2530,2159,1723,2043,2181,4781,3828,3047,3135,1541,1493,1222,1426,746,1192,1668,686
Parvb_1,2415,4700,4599,3187,1877,1831,776,837,3722,3139,4899,5461,2769,2735,2406,3127,490,288,3413,402
Parvg_1,6,13,5,4,65,257,231,363,2,5,6,23,26,10,5,10,106,47,2191,2183
Shisal1_1,0,0,1,1,0,0,1,5,0,0,0,1,2,0,0,0,6,242,21,19
Rtl6_1,661,905,1265,768,517,466,647,709,997,754,948,1011,440,368,369,444,659,1777,711,363
Prr5_1,18,21,95,54,6,6,2,4,0,0,0,0,8,11,13,10,109,156,680,147
Arhgap8_2,74,82,154,173,0,1,0,4,330,236,365,459,3,0,1,0,210,6,55,42
Phf21b_1,245,513,308,199,224,155,318,253,524,409,563,598,233,243,265,256,135,265,25,12
Nup50_1,3274,2657,2809,3512,1550,850,1147,1029,6198,4910,3840,4200,1037,848,803,868,604,764,3564,998
Kiaa0930_1,1507,1967,2804,2048,672,472,1435,1383,3404,2683,2544,2749,543,547,516,599,545,1555,1499,602
LOC113833532,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,7,0,0
Fam118a_1,520,534,828,1198,270,371,482,529,744,572,758,869,264,228,204,269,407,302,344,327
Smc1b_1,0,1,2,0,2,1,0,3,3,1,4,10,0,0,0,2,5,0,0,1
Ribc2_1,1,0,1,1,0,1,0,1,293,247,327,388,0,0,0,0,19,11,0,0
Fbln1_1,5,5,0,3,7,5,7,9,0,0,0,0,0,1,0,0,1268,106,342,125
Atxn10_1,3407,5016,12842,7549,2582,2640,2031,2209,11128,8348,8269,9161,6102,4602,4323,4915,692,2676,732,904
Wnt7b_1,2,2,33,11,3,3,0,8,35,22,18,11,6,8,3,4,201,440,1,2
LOC113833554,432,79,596,362,34,27,15,6,911,800,977,1107,38,43,20,35,777,27,15,498
Ppara_1,390,573,615,316,395,408,569,535,672,476,1045,1224,539,372,399,526,187,182,71,61
Cdpf1_1,219,227,219,251,222,161,246,248,280,210,381,394,126,181,139,176,50,35,100,67
Pkdrej_1,2,0,6,2,0,0,0,0,3,6,4,12,0,2,0,1,11,0,45,47
Ttc38_1,566,490,1031,518,0,1,0,6,720,630,1023,1158,234,155,157,238,243,83,571,561
Gtse1_1,1472,2108,2509,1708,954,371,315,137,2351,1973,2280,2497,734,836,785,549,75,19,1108,72
Trmu_1,935,734,1100,821,372,301,681,719,639,551,905,959,429,365,324,458,266,305,443,306
Celsr1_1,31,28,88,60,2,3,11,7,53,30,29,27,2,3,2,1,2177,192,146,194
Gramd4_1,2292,2299,2243,2453,1884,1375,765,1016,2416,1845,6599,6855,1819,1797,1663,2063,473,1037,2044,454
Cerk_1,3366,2608,3755,4017,1275,978,841,1024,3353,2560,2027,2139,968,973,846,1017,1046,1857,1230,1614
Tbc1d22a_1,1397,1259,2928,2007,571,552,584,599,1468,1184,2442,2762,957,975,805,989,502,625,556,908
LOC113833556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1901,31,24
LOC100771150_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Brd1_1,2376,1353,2848,2393,774,504,606,733,2826,2234,3393,3612,659,700,698,750,1304,961,1603,1778
Zbed4_1,879,728,1100,820,559,312,926,641,1063,756,1159,1224,449,425,314,410,325,264,940,756
Alg12_1,1668,1522,4738,3573,1120,1364,1796,1207,1625,1265,2697,2895,1330,1301,1004,1387,258,624,560,336
Creld2_1,3342,3757,8733,12774,2337,4164,8529,8568,3866,3016,6488,6946,1422,1584,1356,1581,264,271,969,352
Pim3_1,1632,1458,2751,3170,713,656,591,737,1219,898,1744,1872,396,541,506,501,532,426,350,140
Ttll8_1,0,0,1,2,1,0,3,7,0,0,1,1,0,0,0,0,0,7,0,0
Mlc1_1,3,0,59,40,3,7,8,13,0,0,0,0,2,5,2,4,5,1911,65,50
Mov10l1_1,1,29,4,1,0,0,1,1,1,0,3,12,0,2,0,0,5,1,0,1
Panx2_1,75,25,87,65,17,8,14,5,51,39,88,116,12,17,11,17,93,2600,15,13
Trabd_1,1922,1781,2946,3046,1136,873,1336,1069,1738,1442,2771,3047,698,974,803,911,364,338,803,686
Selenoo_1,1074,1018,1764,728,557,313,516,496,1739,1372,2189,2291,660,648,564,660,372,665,969,537
Tubgcp6_1,1898,1097,2142,918,630,267,589,425,3602,2852,2649,3025,557,617,431,587,661,695,1067,810
Hdac10_1,16,0,22,29,0,0,0,0,5,11,6,11,0,1,0,0,210,88,488,243
Mapk12_1,0,0,0,0,3,0,3,3,0,1,1,0,1,0,3,0,251,110,103,121
Mapk11_1,0,0,2,3,0,1,7,4,1,4,7,1,0,2,0,3,126,609,89,28
Plxnb2_2,4324,6690,8931,3545,4277,2691,4040,3606,9082,6958,9830,10254,5870,6430,5377,6658,4480,1462,1713,1484
Dennd6b_1,274,334,563,287,260,263,294,346,592,482,763,742,442,419,341,510,178,1254,483,262
Ppp6r2_1,1170,992,1292,1155,544,308,317,416,1050,811,1471,1598,334,331,312,354,371,2224,716,463
Sbf1_1,1973,3556,4750,2708,1942,1452,2372,2239,6171,4760,7023,7590,1336,1895,1510,1918,1378,3084,4206,2199
Adm2_1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,1,65,19
Miox_1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,10,4
Lmf2_1,1212,2130,1720,885,1241,503,669,586,2335,1810,1699,1719,544,695,742,705,376,260,461,145
Ncaph2_1,2099,3315,3553,5473,1663,860,1205,880,4195,3185,2951,3100,1123,1352,1112,1104,485,760,2964,487
LOC103162003_1,162,267,357,222,96,72,85,105,250,187,357,386,62,83,66,88,94,174,337,120
Tymp_1,50,33,83,53,47,45,42,58,47,46,74,90,8,14,14,11,111,189,105,72
Odf3b_1,27,12,46,14,14,14,14,18,17,16,60,57,4,6,8,7,406,247,11,9
Klhdc7b_1,1,0,3,1,0,0,0,4,9,4,25,16,0,0,0,0,1,13,0,3
Syce3_1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,2,2
Cpt1b_1,293,208,395,91,72,28,65,81,543,420,574,617,224,195,138,237,101,225,646,314
Chkb_1,581,390,785,283,275,225,256,313,735,600,901,989,558,525,398,617,194,441,1572,598
Mapk8ip2_1,10,2,13,4,7,2,34,23,10,4,26,30,2,0,2,8,8,3977,41,13
Arsa_1,946,1349,2380,1020,1409,1442,1592,1945,2609,1909,3973,4150,2045,2332,2197,3109,415,630,535,271
Shank3_1,138,233,132,83,9,12,6,15,501,350,669,691,0,2,0,1,666,3857,1014,458
Acr_1,29,20,38,8,1,1,0,2,10,5,13,21,0,1,0,1,14,81,23,17
Rabl2b_2,874,765,812,681,284,162,261,229,501,401,420,413,232,166,183,171,256,446,148,74
LOC113831379_1,0,0,209,97,3,2,0,2,17,16,3,2,44,26,31,36,20,308,0,0
LOC100753866_1,2303,1360,2222,2578,1065,851,804,658,2583,1969,2209,2521,868,657,706,618,311,198,530,395
LOC100767916_2,1933,2119,2789,1814,938,857,544,691,2215,1823,2545,2671,1196,885,878,982,166,518,85,58
Kif21a_2,2503,1904,3108,2348,1567,1276,1605,1425,4328,3358,6736,7124,1351,921,895,1184,650,3928,103,82
LOC107977509_1,13,0,18,5,0,0,0,0,12,9,19,13,1,2,0,0,25,3,0,2
Abcd2_1,465,298,520,396,135,172,258,235,249,191,520,576,282,209,175,248,67,373,41,122
CUNH12orf40_1,25,25,134,30,6,3,18,4,13,14,76,76,15,10,11,18,6,5,0,6
Slc2a13_2,2280,1304,1563,1483,814,981,1020,1173,966,759,1192,1414,817,522,574,676,292,2192,67,195
Lrrk2_1,1938,859,2861,1131,557,496,263,329,1609,1318,1718,1861,1296,904,813,1147,1055,631,1608,6686
LOC100759179_2,830,594,705,518,428,431,1056,1343,160,153,159,172,696,480,472,648,57,8556,6,0
LOC103159049_1,0,0,1,535,0,0,0,0,14,13,9,5,0,0,0,0,1,0,0,0
Pdzrn4_1,0,0,1,0,1,0,2,0,12,11,11,11,0,0,0,0,8,194,0,0
Gxylt1_1,851,511,1626,1275,370,290,445,425,1321,1038,1534,1773,400,298,307,379,224,98,123,317
LOC100760251_1,3060,2521,3049,3930,1064,809,718,722,2385,1772,1415,1597,930,879,978,903,173,841,531,374
Zcrb1_1,846,2161,2091,2580,617,596,477,463,1674,1308,1231,1283,515,406,438,429,112,619,555,117
Pphln1_1,4683,3795,6366,4772,1146,902,1105,1076,7092,5387,4041,4386,2027,1441,1494,1484,406,593,1222,818
Prickle1_1,206,115,309,226,182,177,383,388,384,362,249,237,32,33,35,44,387,1598,132,224
LOC100750834_2,21,4,65,43,9,7,7,9,7,2,3,4,0,0,0,0,45,211,2,0
Pus7l_1,869,461,1059,837,394,388,372,372,467,344,507,591,274,176,216,236,143,147,387,374
Irak4_1,615,698,742,777,310,263,403,472,521,380,693,812,297,271,253,289,183,142,568,595
Twf1_1,5876,4034,10115,8358,1916,1661,1933,1605,6194,4877,5408,5994,2333,1892,1916,2041,605,896,1131,637
LOC113831290_1,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,42,169,35,18
Nell2_2,0,0,1,0,36,23,14,14,0,0,0,0,0,0,0,0,138,6557,158,110
LOC113833560,1,0,0,2,0,0,2,0,24,16,20,13,0,0,0,0,0,1,1,0
LOC113833625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,126,0,0
LOC100757664_3,3609,3101,5162,2059,1433,1275,1448,1671,11025,8568,10725,11302,2256,1713,1592,2069,1096,434,962,1535
Arid2_1,2118,1736,3705,1236,781,563,391,364,4892,3778,2603,2664,1420,957,967,1012,1615,793,2522,2419
Scaf11_1,8609,6057,6228,3366,3585,2315,2406,2525,11810,9393,7620,8241,4503,3278,3238,3360,1560,1573,3550,2768
Slc38a1_1,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,930,2877,742,1257
